"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
2070,"Gowrinath S",4.8,"B.Tech","Fashion Technology","2021-08-04","The fees here is a bit high and it could be lower Things like it's placement, teachers bonding with students. It's sports curriculum is the best till now",28,"Positive",2
2071,"Manas Oak",3.8,"B.Tech","Mechanical Engineering","2021-08-04","It's management is highly skilled in terms of library and student management. It's hectic schedule and discipline make you frustrated. Exams in regular intervals of time is make you feel pissed off",32,"Negative",1
2072,"Utkarsh Agarwal",4.7,"MCA","Core","2021-08-04","There is no garden to just sit and make you feel peace around so ground is needed very much. Campus Life - lots of extra curricular activities Food courts - wide variety of food cuisines available",36,"Positive",2.3
2073,"Prajjwal Gupta",4.4,"B.Tech","Computer Science and Engineering","2021-07-29","Outing restrictions - have to undergo alot of process for outing and strict with outing timings Sports amenities - limited sports amenities for such arge numbers of students Faculty was very good they focus on pratical learning",37,"Negative",1
2074,"waseem shaik",5,"B.Tech","Computer Science and Engineering","2021-07-28","Placement rate was good.. provide good placement assistance Hostel was good.. mess was also good ... The fees was very high if we compare with our college",27,"Neutral",1.3
2075,"Deva Dharshan D",3.8,"B.Tech","Computer Science and Engineering","2021-07-27","The computer lab was having less space .. More things can be improved there like library Infrastructure and maintenance of college",21,"Positive",2
2076,"Paras Dang",4.2,"B.Tech","Electrical And Electronics Engineering","2021-07-23","Life in this college is not at all a big deal to lead Staff and Experienced graduates in college Strict timings for hostellers during evenings",25,"Neutral",1.3
2077,"Anonymous",4.6,"MCA","Core","2021-07-22","Too many restrictions in college for a student Food in mess during some particular days I liked the infrastructure and location in bhopal.",23,"Neutral",1.3
2078,"Suraj Panigrahi",4.6,"B.Tech","Electrical And Electronics Engineering","2021-07-21","Teachers are very friendly but some are strict. food and hostel services are  very good. some teachers are very strict and it affect on marks.",25,"Positive",1.7
2079,"Anonymous",4.2,"B.Tech","Computer Science and Engineering","2021-07-20","some of the facilities are very bad and slow. the college is very strict for students . One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech",66,"Negative",1
2080,"Prem Patel",4.8,"B.Tech","Mechanical Engineering","2021-07-17","FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA",105,"Negative",1
2081,"Lovely kumari",4.9,"B.Tech","Computer Science and Engineering","2021-07-15","Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Diverse Campus Life - The Campus is lively and diverse, offering a mix of cultural, technical, and sports events that make student life enjoyable and engaging.",61,"Positive",2
2082,"AJU PK",4.3,"B.Tech","Mechanical Engineering","2021-07-14","Experienced Faculty - Faculty members are knowledgeable and supportive. Their expertise contributes significantly to a robust academic environment. Placement Opportunities - VIT provides excellent placement opportunities with top companies. The strong industry connections and campus recruitment efforts enhance the employability of the students. At times, the academic workload can be intense, leading to stressful periods for students. Balancing coursework and extracurricular activities can be challenging.",65,"Positive",3
2083,"Vishwa Shah",3.7,"B.Tech","Mechanical Engineering","2021-07-09","Infrastructure Challenges - While the overall infrastructure is good, there are occasional challenges, such as crowded libraries during peak times or issues with hostel facilities. These could be areas for improvement. Limited Flexibility - Made changes these days in FFCS system where, some students may find the course structure to be relatively rigid, with limited flexibility in choosing electives. In VIT I like the greenery in campus and beautiful campus.",70,"Positive",1.7
2084,"Abhijeet giri",4.3,"B.Tech","Electronics & Communication Engineering","2021-07-09","The room and washroom are good and cleaning facility is also good. The quality of food they provided is ok. They didn't allow to go out .. if we are having any work then we have to follow long procedure everytime and because of that we are many time unable to do many work.",54,"Positive",1.7
2085,"Abin Tomy",3.8,"B.Tech","Computer Science and Engineering","2021-07-09","They are not having proper mart for everything. They are very strict in regarding everything even if anyone is shaking hand them they'll notice it and sometimes it may create problem. Very nice campus with good infrastructure",37,"Positive",1.7
2086,"Pavankalyan",4.5,"B.Tech","Electronics & Communication Engineering","2021-07-07","Nice teachers as well study opputunities offered Good coding culture available and good and decent clubs engaged in various fests You cant go outside of campus in 1st semester also you can go outside after 1st sem but too much restrictions",41,"Positive",3
2087,"MOHAMED",4.5,"B.Tech","Electrical And Electronics Engineering","2021-07-05","Too much competition due to too much strength of students Academic Excellence: VIT University offers a robust curriculum, fostering academic growth. The courses are industry-aligned, ensuring students are well-prepared for real-world challenges. Campus Life: The vibrant atmosphere at VIT is captivating. With diverse clubs, events, and cultural activities, students experience a sense of community and engagement throughout their journey.",59,"Positive",3
2088,"Sanyam Kaushik",4.4,"B.Tech","Computer Science and Engineering","2021-07-03","Infrastructure & Faculty: Modern infrastructure, from classrooms to labs, enhances the learning experience. Moreover, the supportive and knowledgeable faculty play a pivotal role in students' academic and personal growth. fee Structure: Some students find VIT's fee structure on the higher side, which can be a concern for those seeking affordable educational options. Crowded Classrooms: At times, the large student intake results in crowded classrooms, impacting individual attention and interactive sessions.",70,"Positive",2.3
2089,"Kuladeep",4.2,"B.Tech","Computer Science and Engineering","2021-07-03","Limited Flexibility: Some students feel that the rigid course structure lacks flexibility in terms of elective choices and interdisciplinary learning opportunities. Excellent architecture and design of campus. Good teachings and proper lab infrastructure.",33,"Positive",1.7
2090,"DIVYA M",4.3,"B.Tech","Mechanical Engineering","2021-07-02","100% placement and good average package. Unnecessary strict and little bit traditional. Some teachers just read the ppts so can't study properly.",22,"Neutral",1.3
2091,"P Premnath",2.3,"B.Tech","Electronics & Communication Engineering","2021-07-02","Red tag disciplinary committee. Causes unnecessary disturbance. The infrastructure of Vit is pretty good.It is a green campus and there are a lot of places where you can go sit and relax. There are a lot of fest and events happening in VIT everyday.",44,"Neutral",1.3
2092,"Suriya",4.2,"B.Tech","Electronics & Communication Engineering","2021-07-02","The faculties and staffs are extremely kind. There are a lot of dogs and I am personally afraid of dogs There is a huge competition in VIT.You have to hunt for opportunities",32,"Negative",1
